t,y
01:10:01:57,2.569
10,2.562
,2.567
,2.566
,2.557
,2.565
,2.56
,2.556
,2.56
,2.552
,2.556
,2.554
,2.56
,2.552
,2.55
,2.547
,2.556
,2.549
,2.553
,2.552
,2.539
,2.547
,2.534
,2.548
,2.538
,2.539
,2.548
,2.552
,2.539
,2.547
,2.561
,2.548
,2.564
,2.554
,2.558
,2.552
,2.558
,2.563
,2.547
,2.55
,2.545
,2.542
,2.543
,2.541
,2.556
,2.549
,2.545
,2.541
