t,y_min,y_max
01:10:01:57,0.0,0.0
10,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
11,0.0,0.0
10,0.0,0.0
,0.0,0.0
11,0.0,0.0
10,0.0,0.0
,0.0,0.0
11,0.0,0.0
10,0.0,0.0
11,0.0,0.0
10,0.0,0.0
11,0.0,0.0
,0.0,0.0
10,0.0,0.0
11,0.0,0.0
10,0.0,0.0
11,0.0,0.0
,0.0,0.0
10,0.0,0.0
11,0.0,0.0
10,0.0,0.0
,0.0,0.0
11,0.0,0.0
,0.0,0.0
10,0.0,0.0
,0.0,0.0
,0.0,0.0
11,0.0,0.0
10,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
11,0.0,0.0
10,0.0,0.0
11,0.0,0.0
10,0.0,0.0
,0.0,0.0
