t,y
01:10:01:57,36.0
20,35.0
,3.0
,36.0
,9.0
,25.0
,15.0
,12.0
,19.0
,13.0
,11.0
,17.0
,28.0
,25.0
,25.0
,19.0
,18.0
,15.0
,18.0
,28.0
,17.0
,26.0
,35.0
,0.0
