t,y
01:10:01:57,1
01:10:03:33,1
01:10:03:33,2
01:10:03:33,2
01:10:03:54,1
01:10:05:09,1
01:10:05:19,4
01:10:05:21,4
01:10:05:28,1
01:10:06:43,1
01:10:06:44,2
01:10:06:44,2
01:10:07:05,1
01:10:08:05,1
01:10:08:06,2
01:10:08:06,2
01:10:08:14,1
01:10:08:56,1
01:10:08:57,2
01:10:08:57,2
01:10:09:11,1
01:10:09:11,1
01:10:09:11,2
01:10:09:11,2
01:10:09:21,1
01:10:09:43,1
