t,y_min,y_max
01:10:01:57,2,3
20,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
,2,3
