t,y_min,y_max
01:10:01:57,24,35
10,26,36
,26,36
,24,35
,24,35
,28,35
,26,35
,24,35
,26,35
,27,36
,23,36
,25,35
,27,36
,25,35
,24,35
,24,36
,27,35
,25,35
,23,35
,26,35
,27,35
,24,35
,24,36
,26,36
,26,36
,25,36
,23,36
,27,35
,27,35
,23,36
,23,35
,27,35
,27,35
,23,36
,25,36
,27,36
,25,36
,24,35
,25,35
,26,35
,24,35
,24,35
,27,36
,26,35
,23,35
,25,35
,27,35
,25,35
